"Gene ID","name","HRT D4 P1","HRT D4 P2","HRT D4 P3","HRT D4 T1","HRT D4 T2","HRT D4 T3","HRT D7 P4","HRT D7 P5","HRT D7 P6","HRT D7 T1","HRT D7 T3","HRT D7 T4"
"ENSMUSG00000060565.5","Gm5591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083561.3","Gm5942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823.5","Hoxd12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099901.1","Gm18732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026420.16","Il24",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113505.1","ENSMUSG00000113505.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050761.4","Gp1bb",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106573.1","ENSMUSG00000106573.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097199.1","Gm26991",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108900.1","ENSMUSG00000108900.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028640.11","Tfap2c",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107230.1","ENSMUSG00000107230.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083846.1","Gm13797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088752.1","Mir1934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079165.10","Sap25",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059375.5","Vmn1r33",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115749.1","ENSMUSG00000115749.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047995.7","Cypt4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088366.1","Gm23496",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044361.16","BC024139",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066652.5","Lefty2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063137.5","Olfr177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096365.4","Olfr1463",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084004.1","Gm12047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084836.1","Gm16274",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000075159.5","Olfr1110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086798.1","Gm16222",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031688.4","Pou4f2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077146.1","Gm22939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050164.11","Mchr1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083264.1","Gm11461",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107498.1","ENSMUSG00000107498.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028137.9","Celf3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086607.7","4930511M06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104194.1","RP24-229G16.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036198.12","Arhgap36",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105159.1","ENSMUSG00000105159.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100620.1","Gm28277",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117378.1","ENSMUSG00000117378.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087606.1","Gm16121",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114076.1","ENSMUSG00000114076.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102732.1","RP23-346I1.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093162.1","Gm22184",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098210.1","Gm5224",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095712.1","Gm26465",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114724.1","ENSMUSG00000114724.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088437.1","Gm24198",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000007107.6","Atp1a4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096126.1","Gm22307",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065347.1","Gm25583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054988.9","Agtr1b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055937.1","Krt28",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078253.3","Krtap16-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093793.1","Gm24091",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083138.3","Cyp4a29",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105174.1","ENSMUSG00000105174.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114497.1","ENSMUSG00000114497.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049653.5","Spatc1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091938.3","Gm2564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101391.3","Olfr1217",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081089.1","Gm14624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093325.1","Gm26061",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088864.1","Gm23068",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104460.1","RP23-242N11.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100815.1","Gm29112",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116716.1","ENSMUSG00000116716.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114570.1","ENSMUSG00000114570.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100672.1","Gm28404",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100706.6","Gm19744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089815.7","Gm5083",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087071.1","Trp73os",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109839.1","ENSMUSG00000109839.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098365.1","Gm27647",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088600.1","Gm24189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100608.1","Gm21996",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112783.1","ENSMUSG00000112783.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105784.1","ENSMUSG00000105784.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055874.6","Foxi3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067001.11","Serpinb7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097608.1","Gm7952",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034923.9","Ly6g6f",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118325.1","ENSMUSG00000118325.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116795.1","ENSMUSG00000116795.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115128.1","ENSMUSG00000115128.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023333.8","Gcm1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076444.1","Mir761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000075599.4","Smok3a",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106957.1","ENSMUSG00000106957.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098107.1","Gm27007",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109755.1","ENSMUSG00000109755.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088203.1","Gm23755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080898.1","Gm14836",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027077.7","Smtnl1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019900.19","Rfx6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097372.1","Gm26876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050650.7","Mrgpra1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110741.1","ENSMUSG00000110741.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065727.1","Gm26164",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101987.1","Gm21268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090462.7","1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114204.1","ENSMUSG00000114204.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109174.1","ENSMUSG00000109174.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114861.1","ENSMUSG00000114861.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080938.1","Gm6062",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090436.2","Vmn2r75",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028938.9","Galntl5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103503.1","RP23-429I18.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108630.1","ENSMUSG00000108630.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049843.6","Olfr1102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082612.1","4930503H13Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114157.1","ENSMUSG00000114157.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059206.4","Vmn1r71",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084157.2","Gm15576",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053783.5","1700016K19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048655.17","Ccdc169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055571.4","Olfr305",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100684.1","Gm20268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109098.1","ENSMUSG00000109098.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081161.1","Gm12783",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083976.1","Gm13664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104011.1","RP24-272N10.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096457.7","Gm10147",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089964.1","Gm16582",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101403.1","Gm20882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073568.2","Arl14epl",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026224.11","4933407L21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111802.1","ENSMUSG00000111802.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073926.4","Olfr653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105598.1","ENSMUSG00000105598.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112197.1","ENSMUSG00000112197.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109375.1","ENSMUSG00000109375.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066688.4","Gm13083",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081432.1","Gm12593",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083238.1","Hspe1-ps4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109917.1","ENSMUSG00000109917.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116442.1","ENSMUSG00000116442.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081538.1","Rps13-ps8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101656.1","Gm8004",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082144.1","Gm12788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110283.1","ENSMUSG00000110283.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073844.5","Gm21957",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117675.1","ENSMUSG00000117675.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108355.1","ENSMUSG00000108355.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105887.1","ENSMUSG00000105887.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043463.6","Rab9b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027895.10","Kcnc4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058590.2","Gm6462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101985.1","Gm28929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020096.21","Tbata",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090892.2","Vmn2r41",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083020.1","Gm15331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080980.1","1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118230.1","ENSMUSG00000118230.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085073.3","Gm14562",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101574.1","1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109435.1","ENSMUSG00000109435.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102943.1","RP24-111E3.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106417.1","ENSMUSG00000106417.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069712.5","4930444G20Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092674.2","Gm24105",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083010.1","Gm14687",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117733.1","ENSMUSG00000117733.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081843.1","Gm7851",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110434.1","ENSMUSG00000110434.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023017.10","Asic1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077578.1","Gm25631",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118096.1","ENSMUSG00000118096.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110776.1","ENSMUSG00000110776.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078872.9","Gm14401",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113435.1","ENSMUSG00000113435.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094307.1","Gm14347",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098782.2","Gm19255",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098143.1","Gm26937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092394.1","Gm20445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083368.1","Gm13214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054667.7","Irs4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090955.1","Gm17097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081156.1","Gm14425",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084396.1","Gm14657",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086699.3","Gm16510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090549.2","Rpl28-ps4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104504.1","RP23-200C17.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089909.1","Gm16164",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080744.1","Gm12710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085625.1","Gm8813",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071686.2","Tex13a",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101506.1","Gm28385",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084090.1","Gm11245",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106845.1","ENSMUSG00000106845.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107793.1","ENSMUSG00000107793.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064939.1","Gm23721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110604.1","ENSMUSG00000110604.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082814.1","Gm12956",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031620.16","1700007B14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113203.1","ENSMUSG00000113203.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095102.1","n-R5s167",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088232.1","Gm25429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043865.3","Tas2r118",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081567.1","Gm14838",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022780.5","Mfi2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019756.10","Prl8a1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112638.1","ENSMUSG00000112638.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115392.1","ENSMUSG00000115392.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073602.10","Serpinb3b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101182.1","Gm29209",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095438.1","Gm21747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107956.1","ENSMUSG00000107956.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062528.2","Tas2r109",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086036.1","Gm14254",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086364.1","Gm11751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100437.1","Gm29152",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114004.1","ENSMUSG00000114004.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064890.1","Gm22505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065164.1","Gm23814",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110383.1","ENSMUSG00000110383.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042863.5","Olfr1026",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106223.1","ENSMUSG00000106223.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102637.1","RP23-23B15.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111990.1","ENSMUSG00000111990.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051618.5","Ubqln3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102701.1","RP23-424K5.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104368.1","RP24-150H14.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083513.2","Olfr647-ps1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111774.1","ENSMUSG00000111774.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116743.1","ENSMUSG00000116743.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109401.1","ENSMUSG00000109401.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099571.1","Gm18182",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085293.2","Gm13817",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047841.8","BC051628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087044.1","1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114804.1","ENSMUSG00000114804.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000018595.6","Glra4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082799.1","Gm14554",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065399.2","Mir133a-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103245.1","RP24-61J18.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094703.1","Gm24486",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096144.3","B020004C17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099525.1","Gm21872",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107630.1","ENSMUSG00000107630.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104553.1","ENSMUSG00000104553.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057240.14","Ms4a13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084754.1","Gm12532",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065185.1","Gm25137",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098670.1","Gm27818",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083191.1","Gm15571",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105675.1","ENSMUSG00000105675.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102633.1","RP23-278E1.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000724.10","Cryba1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025389.7","Mip",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038891.3","Prl3b1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105249.1","ENSMUSG00000105249.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108986.1","ENSMUSG00000108986.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088579.1","Gm25460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082703.1","Gm11907",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077425.1","Gm24280",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103121.1","Ighv15-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088666.1","Gm25329",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086823.7","1700028P15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108899.1","ENSMUSG00000108899.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096757.2","Olfr251",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113164.1","ENSMUSG00000113164.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107011.1","ENSMUSG00000107011.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110585.1","ENSMUSG00000110585.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090306.5","Adh6-ps1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113875.1","ENSMUSG00000113875.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091163.4","Gm3962",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100273.1","Gm29526",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114317.1","ENSMUSG00000114317.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058740.14","Kcnt1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055827.13","Gsdmc3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092244.3","Esp34",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077419.1","Gm23744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117443.1","ENSMUSG00000117443.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078597.2","Cyp4a12b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092532.1","Vmn2r-ps84",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111921.1","ENSMUSG00000111921.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079271.4","1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117124.1","ENSMUSG00000117124.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057207.2","Olfr1028",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107542.1","ENSMUSG00000107542.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031682.5","1700011L22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091292.1","Gm3104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057068.15","Fam47e",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045498.1","Pcdhb3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104547.1","ENSMUSG00000104547.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090710.3","Gm9513",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051361.7","6030498E09Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064921.1","Gm22229",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108639.1","ENSMUSG00000108639.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029882.5","2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0
